Lemma,Cluster
problema,1316
convidado,1804
nada,1636
remédio,593
et,2431
trabalho,722
proveito,173
futuro,91
riqueza,1608
esperança,912
dádiva,479
sabedoria,322
imaginação,322
evidência,1231
variedade,305
multiplicidade,800
interesse,657
fato,2334
festa,1395
vencedor,765
pagamento,667
imposto,1556
assinatura,949
tratado,82
conflito,406
acordo,3038
modelo,1270
exploração,219
madeira,468
preservação,764
nativo,119
medida,740
condição,213
crescimento,294
ligação,1153
produção,1042
fotografia,681
estado,31
honra,1850
santo,2103
município,262
norte,1938
ribeira,1845
estrada,452
praticante,299
força,3237
caudal,3686
espécie,681
possível,766
margem,1789
aldeia,2169
estância,1882
obra de arte,611
território,1317
extração,344
incidente,848
boliviano,1730
aquisição,219
exposição,637
responsável,39
destruição,485
beleza,931
deserto,3833
posse,3876
francês,258
holandês,1214
português,258
índio,693
centro,824
parque,527
vista,28
gastronomia,1
noite,879
economia,661
quilômetro,1220
km,3663
preço,3669
porto,2457
manhã,879
semana,1498
tarde,879
avenida,1342
rodovia,452
alojamento,928
foto,1302
respiração,2532
alagoano,1924
agroturismo,277
simbolo,1155
fazendeiro,1853
ocupação,805
contra,965
extrativista,1531
a favor,895
complexo,834
santuário,352
cerrado,498
altura,740
destino,1494
elo,2063
inauguração,219
exportador,326
minério,543
hotelaria,277
quotidiano,1100
cotidiano,1100
paisagem,193
mistura,1466
sabor,3325
conforto,337
caminho,1977
fazenda,3072
distrito,1182
queda de água,198
culinária,1
figura,1305
trilho,3320
fogão à lenha,198
nacional,45
distância,1220
hora,3102
trilha,3080
mapa,1216
guia,3732
caminhada,643
banheiro,359
hospedagem,250
famoso,3842
areia,2574
trajeto,1494
forte,398
orla,1421
apartamento,1446
direção,1724
sol,3568
feriado,3696
contato,545
bufê,1171
shopping,3407
mirante,3122
cardápio,427
quiabo,1686
pantanal,498
incrível,1344
nome,3294
chapada,2293
tirolesa,379
ponto de integração,1654
mangue,2304
espanhol,258
influência,323
cajá,2099
mangaba,978
sapoti,1928
bacuri,1681
comércio,876
instituição de ensino,281
fauna,122
flora,122
radioatividade,89
monazite,178
área de lazer,611
sauna,3715
terraço,1145
spa,1936
elevador panorâmico,990
contrição,188
culpa,3419
penitência,188
remorso,135
arrependimento,188
fritura,3336
preparação,219
erupção,3705
ofício,2610
surgimento,294
ciência,94
deserção,614
emigrante,2638
emigração,1745
exilado,2638
fugitivo,1952
retirada,1444
porquê,366
designação,1401
artista,42
academia de dança,611
academia de dança do ventre,611
adega,1229
aeroporto regional,1795
agência de aluguel de carros,1008
bicicletaria,1706
estacionamento,1800
estação de metrô,1795
pista de ciclismo,611
táxi aéreo,1795
advogado,768
agência de turismo,1008
agência de viagens a pontos turísticos,1008
agência de viagens de helicóptero,1008
animal,1040
arquivo estadual,1098
atacadista,326
atração turística,1468
bistrô,3809
butique,2134
casa de dança,611
centro de arte,990
centro de conferências,1054
centro de convenções,1054
fotógrafo,1650
joalheiro,1346
operador de turismo,1098
tabelião,2046
choperia,3646
churrascaria,609
campo de golfe,281
campo de hóquei,281
campo para equitação,1294
centro de diversões infantil,1098
centro de ginástica olímpica,1098
centro educacional,990
centro espírita,1043
centro médico,1795
centro médico público,1795
cinema,568
cirurgião plástico,198
club,2014
clube de futebol,281
clube de tiro,281
clinica de reabilitação,1098
companhia teatral,198
companhia de saneamento,1098
complexo de condomínio,990
complexo residencial,990
comércio de pneu,1795
concessionária,932
confecção,1042
confeitaria,386
consultoria de recursos humanos,1504
prefeitura,262
câmara municipal,281
delegacia de polícia,281
delivery,3746
departamento de polícia do estado,1098
departamento de segurança pública,1098
departamento de passaporte,1098
departamento universitário,1098
desenvolvedora de imóveis,1008
distribuidor de bebidas,1054
doceria,3271
drogaria,2860
editora de jornais,1008
empresa de lembrancinhas de festa,1098
empresa de vigilância,1098
empresa de organização de eventos,1098
entrega de refeições prontas,1054
escola de música,281
escola de artes,281
escola de balé,281
escola de samba,281
escola técnica,1468
escritório de empresa,1098
esquadrão de resgate,990
estação de rádio,1468
estação de tratamento de água,1098
faculdade,2766
faculdade de odontologia,1098
faculdade de direito,1098
farmácia,286
feira de artesanato,1008
fornecedor de artigos hospitalares,1098
frutaria,386
fundação,2214
ginásio poliesportivo,990
governo,629
guarda municipal,281
hamburgueria,609
hospital geral,281
hospital municipal,281
hospital infantil,281
hospital militar,281
hospital particular,281
hospital psiquiátrico,362
igreja batista,281
imobiliária,2157
instituição educacional,1468
jardim botânico,1043
joalheria,1346
lava-rápido,474
associação,2214
organização,2214
associação social,1588
assistência médica,198
artesanato,1042
agência de entretenimento,1008
beleza natural,198
local com música ao vivo,252
local para eventos,1294
loja de brinquedos,1008
loja de cds usados,1008
loja de presentes,1008
loja de roupa,1008
loja de videogame,1008
loja de acessórios de moda,1098
loja de artigos para cama mesa e banho,1098
loja de artigos para dança,1098
loja de artigos para festas,1098
loja de azulejos,1008
loja de bebidas,1008
loja de bebidas alcoólicas,1054
loja de calçado,1008
loja de cervejas,1008
loja de colchões,1008
loja de costura,1008
loja de discos,1008
loja de eletrodomésticos,1008
loja de eletrônicos,1008
loja de jogos,1008
loja de lingerie,1008
loja de madeiras,1008
loja de materiais artísticos,1008
loja de materiais de construção,1008
loja de materiais para artesanato,1008
loja de moda feminina,1008
loja de moda infantil,1008
loja de moda masculina,1008
loja de móveis infantis,1008
loja de música,1008
loja de produtos naturais,1008
loja de ração,1008
loja de roupas de banho,1008
loja de roupas de cama,1008
loja de roupas de praia,1008
loja de roupas para bebês,1294
loja para bebê,1294
loja de decoração,1008
marco histórico,990
marina,3129
maternidade,877
monumento,760
museu de arte moderna,1795
museu de arte,1795
museu do patrimônio,1795
museu histórico,1795
museu histórico local,1795
museu marítimo,1795
museu militar,1795
oficina de carroceria,611
organização de proteção dos animais,1098
organização de serviço social,1098
organização sem fins lucrativos,1098
parque ecológico,1795
parque municipal,281
parque nacional,1795
perfumaria,286
pet shop,1567
pico de montanha,1468
pintura,1736
policlínica,1026
polícia civil,281
ponto panorâmico,990
posto de saúde comunitário,281
produtora de cine e vídeo,252
professor de dança de salão,1098
pronto atendimento,1098
provedor de internet,281
quadra de tênis,281
repartição pública municipal,281
reserva natural,198
sala de concertos,1008
salão de festa,281
shopping center,1795
sorveteria,609
saúde,2181
templo,352
termas,2805
sauna gay,198
sindicato,722
ótica,2308
área para canoagem,1588
universidade particular,1098
trilha de caminhada,611
área de recreação,1468
área industrial,1468
salão de dança,281
restaurante mineiro,1098
restaurante brasileiro,1098
restaurante chinês,1098
restaurante europeu,1098
restaurante francês,1098
restaurante italiano,1098
restaurante japonês,1098
restaurante mexicano,1098
restaurante português,1098
restaurante self-service,1098
restaurante vegano,1098
restaurante árabe,1098
serviço público,1795
serviço veterinário de emergência,1098
secretaria municipal de segurança,1098
secretaria municipal do meio ambiente,1098
serviço de ajuste de roupas,1098
serviço de alinhamento e balanceamento,1098
serviço de saúde mental,1588
serviço de transporte,1098
alegação,1231
anúncio,36
afirmação,1231
confissão,802
fim de semana,252
cozinheiro,1
comentário,192
concessão,219
conjetura,32
continental,1317
declaração,1889
negação,290
exclamação,46
explicação,1889
insistência,322
menção,3365
mensagem,949
estádio de futebol,281
credo,247
fé,2560
fiel,1314
veículo,1023
profissional,633
solicitação,913
pedido,1355
acampamento,64
campista,3515
habitante,1317
ocupante,171
residente,473
colega de quarto,281
locatário,171
cinturão,166
bairro,3784
enclave,594
localização,473
posição,40
campo de batalha,1654
proclamação,24
promulgação,24
pronunciamento,663
proposta,3264
proposição,3264
relatório,992
cenário,617
teatro[da guerra],1098
espaço,1631
terreno,3082
propriedade,800
coruscação,198
flash,3595
cintilação,1082
brilho,1378
vislumbre,2350
resplendor,395
brilho pálido,990
luz,1331
esplendor,395
refulgência,395
luminosidade,1082
centelha,2714
quinzena,1498
milênio,1052
mês,1095
nanossegundo,817
segundo,374
polegada,1220
milha,840
milímetro,817
jarda,2291
mecanismo,539
ano-luz,426
método,2884
modo de operação,1654
procedimento,73
processo,539
receita,1879
tática,2950
técnica,744
depravação,3493
departamento,750
salão,3133
necessidade,83
artéria,1867
bulevar,2452
ponte,2247
ramal,2266
curso,608
beco sem saída,1654
caminho de acesso,1654
via expressa,1793
viaduto,3412
vereda,1886
alameda,1342
percurso,1494
calçada,952
ferrovia,452
rota,1565
túnel,1310
passagem subterrânea,1588
passe à frente,895
análise,67
analista,1590
inspeção,1491
inspetor,596
investigação,67
monitoração,73
reconhecimento,663
escrutínio,846
estudo,1623
vigilância,73
auto-estrada,452
vigilância [entidade],1098
varredura,67
pacote turístico,990
operador,381
fábrica,749
negócio,342
franquia,110
corporação,2214
estabelecimento,663
firma,2877
jornal,3834
residência,473
paradeiro,414
requerimento,913
braço,3449
borda,3789
alça,1383
perna,2038
boca,1778
casca,2093
diferença [contável],252
diferença,754
discrepância,754
disparidade,754
dissemelhança,754
distinção,754
paralelo,790
semelhança,754
variante,3264
co-ocorrência,392
concorrência,1897
conjunção,1398
simultaneidade,800
baile,1183
banquete,700
festa beneficente,611
celebração,145
feira,1151
ceia,1477
festival,339
encontro,1903
piquenique,884
rave,2889
social,45
compaixão,1877
crueldade,2666
rudeza,390
consultório,1026
porcaria,550
excelência,1897
lixo,1463
joia,2184
ouro,3604
chato,1603
merda,591
geração,2254
alta tecnologia,1654
baixa tecnologia,1654
maturidade,1172
próxima geração,611
última geração,611
efeito,29
impacto,29
poder,2237
chácara,3072
sítio,2149
rancho,2486
adjacência,473
contiguidade,800
agravação,83
irritação,522
delícia,1344
recreação,1180
relaxamento,2393
descanso,1380
ato,1032
ação,1399
ator,2797
agente,1844
suspense,776
obra,3194
passo,1156
exército,356
assembléia,704
sortimento,441
banda,2043
fornada,1307
bando,447
livro,2851
ninhada,365
cacho,2487
punhado,302
círculo,1561
classe,2182
panelinha,1861
aglomerado,3726
coleção,1828
colônia,3280
combinação,1398
comunidade,151
círculo social,990
tripulação,1834
safra,1459
multidão,1621
família,786
rebanho,662
frota,1044
gangue,16
harém,2451
pilha,3618
manada,132
impulso,537
anseio,336
luxúria,504
querer,1893
vontade,322
saudade,535
cobiça,504
desembarcação,1098
leste,1938
oeste,1938
nordeste,1884
noroeste,1884
sudeste,1884
sudoeste,1884
relação,754
cruzeiro,383
altar,2035
antecâmara,1022
ante-sala,1022
atelier,1805
sótão,3112
porão,3762
campanário,272
cantina,1237
catacumba,1814
cela,980
câmara,3334
chancelaria,492
capela,272
depósito de bagagem,281
closet,1847
sacada,1145
refúgio,511
sala de jantar,281
vestiário,1729
elevador,104
sala de estar,611
andar,2238
saguão,2717
quarto de hóspedes,1504
vestíbulo,1022
cozinha,3764
quitinete,1446
despensa,3764
lavanderia,315
lavatório,822
quarto principal,895
berçário,260
escritório,750
ludoteca,315
varanda,1145
refeitório,1237
depósito,671
cômodo,1432
sacristia,272
solário,3498
estúdio,682
sala de estudos,1008
torre,3886
sala de tv,611
área de serviço,611
oficina,1743
adequação,219
inadequação,213
insuficiência,213
fartura,1776
servir,874
miniatura,681
frio,1501
temperatura,305
começo,1486
virada,448
horda,182
amontoado,183
legião,182
plebe,2363
máfia,16
ralé,2977
populacho,976
gentalha,591
fardo,2605
maço,2081
matilha,3328
partido,847
facção,798
população,151
pelotão,2843
quarteto,44
quinteto,44
sexteto,44
trio,2278
repertório,392
casal,3182
conjunto,834
cardume,2854
esquadra,1834
esquadrão,356
bancada,605
enxame,447
tropel,1871
tribo,125
fast-food,623
buffet,507
pub,3047
birosca,562
pé-sujo,562
podrão,562
food truck,1567
abstração,2713
desvio,2600
assalto,1427
apropriação indevida,1588
batedor de carteira,281
furto,926
ladrão,3651
roubo,926
telespectador,1752
descoberta,901
cão,1129
gato,829
vaca,1551
boi,2418
porco,1570
leitão,1108
pássaro,2970
elefante,313
macaco,1557
chimpanzé,1557
ovelha,3441
leão,2023
tigre,1990
zebra,2345
itinerário,1494
parada,3472
trânsito,432
pântano,3202
selva,2289
oásis,2573
pradaria,3985
bandeira de escanteio,1008
linha de gol,611
ver,3386
ascensão,1288
decida,1564
estilo,1270
exibição,637
acontecimento,848
valor,3925
aeronave,526
ambulância,1571
automóvel,1023
buggy,2159
carruagem,1249
carroça,1249
conversível,1226
limusine,2460
comboio,363
minivan,1759
picape,2792
escuna,1450
scooter,2908
sedan,3273
submarino,697
caminhão pipa,198
tanque,3350
tobogã,1094
bonde,2380
tricíclo,1567
caminhão,1023
van,3375
valsa,2858
iate,1015
excursão,1319
expedição,1834
jornada,3738
odisseia,1390
peregrinação,643
safari,3256
período,472
recorrência,83
par,2639
objeto,3636
plano,2065
propósito,2780
emoção,1489
sentimento,1988
apreensão,3828
terror,1615
grande nome,990
fama,1435
notoriedade,323
renome,45
reputação,323
estatura,619
parlamento,629
órgão,3283
conselho,1933
fraternidade,772
cartel,2778
clube,3111
comitê,2538
liga,3678
agência de notícias,611
sociedade,151
união,2462
ás,2624
adepto,300
amador,2868
fã,3425
conhecedor,300
quinto,1109
fragmento,645
metade,1146
centésimo,817
guru,2147
incompetência,39
porção,930
trimestre,472
inépcia,1409
seção,3321
segmento,404
mestre,534
maestria,322
terceiro,374
novato,1410
pró,3319
proficiência,392
proeza,744
especialista,633
ida,2648
desaparecimento,848
exôdo,1745
virtuosidade,322
virtuoso,62
mago,2086
ápice,2044
verso,2102
base,1117
inferior,542
crista,3923
face,2697
frente,1724
esquerda,2944
norte-sul,790
pico,2320
retaguarda,790
direita,2944
cimeira,704
baixo-ventre,239
placa,2614
chip,2377
torrão,3176
lâmina,3574
naco,3145
nódulo,493
bocado,482
pedaço,3170
migalha,591
caco,3015
farrapo,1540
fatia,3333
galho,2759
trecho,1528
largura,1220
diversidade,305
heterogeneidade,305
homogeneidade,305
multifacetada,380
variação,1085
uniformidade,305
variabilidade,305
descida,3210
aparecimento,294
aversão,49
adoração,368
antipatia,49
desespero,169
desconforto,755
desgosto,169
empatia,49
inveja,1304
ódio,3205
prazer,3408
ressentimento,169
satisfação,320
consolação,838
acessibilidade,595
custo,2630
despesa,2057
baixo custo,1654
teto,1202
balcão,2606
fachada,3840
lareira,781
lance,812
patamar,658
cornija,3955
parapeito,1206
telhado,1206
parede,3065
adolescente,264
bebê,2740
idoso,2276
velhote,1027
infante,3136
neonato,260
recém-nascido,922
jovem,280
rapaz,280
má ideia,611
boa ideia,611
cristão,831
mulçumano,102
fanático,300
pagão,2453
mórmon,1291
judeu,1820
infiel,2280
budista,1721
batista,3247
desenvolvimento,663
episódio,1343
autorização,578
sumário,648
carta,1034
confirmação,1274
contrato,217
escritura,1764
testemunho,802
diploma,1441
identificação,1889
licença,578
opinião,103
papéis,2231
permissão,578
intimação,161
convocação,1792
testamento,1374
depoimento,802
garantia,2387
direito,3998
eclipse,1931
oclusão,910
ocultação,290
aro,3640
relance,3594
olhar,604
observação,1752
espreitada,729
fungada,777
gosto,2758
adultério,613
solteirão,1252
namorador,62
término,1486
camarada,1996
companheiro,1996
coabitação,613
acompanhante,1252
paquera,1507
divorciado,1252
noivado,1772
noivo,888
noiva,888
amigo,554
amizade,918
namorada,3978
marido,465
enamorada,872
amante,465
casamento,1772
colega,554
rameira,1164
parceiro,1996
romance,776
solteirona,1252
esposo,465
pretendente,1252
viúva,1777
viúvo,970
envelheimento,1795
entidade,2214
item,1767
forma de vida,611
organismo,148
sucesso,271
caráter,1860
povo,1245
pessoal,1100
cavalheiro,338
menina,3710
humano,376
dama,1923
ser vivo,1567
pessoas,3242
americano,1692
britânico,1214
californiano,1692
inglês,258
inglesa,258
estrangeiro,1692
francesa,258
alemão,580
grego,1073
iraniano,793
irlandês,1214
italiano,258
mexicano,1730
nova iorquino,252
